Text,Author,Tags,Author Image,Opus
“Life taught me:that other people's shoes will never fit;that I might lose what I have in a moment;that wanting more is greed;and that moments die so abruptly.”,Mitta Xinindlu,"greed, life-lessons, life-taught-me, mitta-xinindlu, moments, motivational, quote, shoes, wants","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1623422077i/12590088._UX200_CR0,77,200,200_.jpg",
“Life taught meto walk miles in my own shoes;to enjoy what I have;to be satisfied with what I've been given;and to take care of the present moment.”,Mitta Xinindlu,"greed, life-lessons, life-taught-me, mitta-xinindlu, moments, motivational, quote, shoes, wants","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1623422077i/12590088._UX200_CR0,77,200,200_.jpg",
“Life taught methat trials bring victory;that pain adds strength;that tears produce healing;and that sorrow can lead to wisdom.”,Mitta Xinindlu,"greed, life-lessons, life-taught-me, mitta-xinindlu, moments, motivational, quote, shoes, wants","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1623422077i/12590088._UX200_CR0,77,200,200_.jpg",
“Life taught me:to be thankful for my trials;to be grateful for my pain;to embrace my tears;and to laugh at my sorrow.”,Mitta Xinindlu,"greed, life-lessons, life-taught-me, mitta-xinindlu, moments, motivational, quote, shoes, wants","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1623422077i/12590088._UX200_CR0,77,200,200_.jpg",
"“Life is beautiful. I mean, being alive is beautiful.”",Mitta Xinindlu,"beauty, inspirational, living-to-the-fullest, mitta-xinindlu, motivational, purpose-of-life, quotes","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1623422077i/12590088._UX200_CR0,77,200,200_.jpg",
"“The goal is that we need not to have a large audience to make a difference.If you have a pen, use it to contribute towards the betterment of your society.If you have a voice, speak your way through making a positive change in your environment.If you have connections, use them to make a positive difference.If you only have your family or friends, relay your message of change to them.At times, you only need your good intention to make a positive contribution.Don't wait to be famous to plant positive seeds in the society.Start with the resources that you have today to cultivate positivity in your environment.”",Mitta Xinindlu,"change, encouragement, leadership, mitta-xinindlu, motivational, positive-contribution, quotes, society, speak-up","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1623422077i/12590088._UX200_CR0,77,200,200_.jpg",
“Don't wait to be famous to plant positive seeds in the society.Start with the resources that you have today to cultivate positivity in your environment.”,Mitta Xinindlu,"environment, fame, inspirational, leadership, mitta-xinindlu, motivational, positive-change, quotes, society","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1623422077i/12590088._UX200_CR0,77,200,200_.jpg",
"“At times, you only need your good intention to make a positive contribution.”",Mitta Xinindlu,"changing-society, inspirational, intention, leadership, mitta-xinindlu, motivational, quotes, standing-for-something","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1623422077i/12590088._UX200_CR0,77,200,200_.jpg",
"“The goal is that we need not to have a large audience to make a difference.If you have a pen, use it to contribute towards the betterment of your society.If you have a voice, speak your way through making a positive change in your environment.If you have connections, use them to make a positive difference.If you only have your family or friends, relay your message of change to them.”",Mitta Xinindlu,"audience, building-our-society, encouragement, fighting-the-good-fight, inspirational, making-a-positive-change, mitta-xinindlu, motivational, quotes, voice","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1623422077i/12590088._UX200_CR0,77,200,200_.jpg",
"“Je peinlicher es dir ist, was du vor 10 Jahren gemacht hast, umso größer war wahrscheinlich der Sprung, den du nach vorne gemacht hast.”","Mario Lochner,",motivational,,"Was ich mit 20 Jahren gerne über Geld, Motivation, Erfolg gewusst hätte"
"“Only you can decide what breaks you, Cursebreaker.”","Sarah J. Maas,","inspirational, motivational, perspective, uplifting","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1582137198i/3433047._UX200_CR0,50,200,200_.jpg",A Court of Wings and Ruin
"“In life, only when you lose everything you want will you find your purpose.”",Akhil Kumar AK,"inspirational, loneliness, motivational, purpose-of-life",,
"“Hello everyone (Fools & Wise Ones)! Welcome to New Month, April! A month known for sunshine, spring vibes & it’s fool’s day.Honestly speaking, it is human nature to think wisely & act foolishly. Isn’t that the truth? We spend hours contemplating the best course of action, only to be tripped up by emotions, impulses or that one extra Gulab Jamun or laddu staring us from our dining table.Sweetheart, Isn’t that just delightful? Here’s to thinking big, acting…well, sometimes a little less big & learning to laugh along the way. Remember, even the wisest person trips on their shoelaces occasionally.But hold on, dear, before you align yourself to a life of perpetual folly, here’s the good news: The fact that we CAN think wisely means we CAN act wisely. I wish & hope that from today itself you will begin to catch yourself in the act of thinking foolishly (every time)…Darling listen – we’ll still have our April Fools’ Day moments (because, let’s face it, sometimes life is the biggest prankster of all). But by acknowledging this human tendency & taking steps to bridge the wisdom-action gap, we can turn this month & every month, into a celebration of our ability to be not just thoughtful creatures, but thoughtful doers.May this month be everything you hope for & more! Happy New Month! Blessings!”",Rajesh Goyal,"april-fools-day, blog, greetings, motivational, new-month, quotes, rajesh-goyal, wishes",,
“Growing older is gaining the insight to plant seeds for trees under whose shade you may never sit.”,Srinivas Mishra,"growing-up, inspirational, motivational, old-age",,
“A helping hand is better than a waving fist.”,Jennifer  Owen,"helping-people, kindness, motivational","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1712302831i/49207704._UX200_CR0,57,200,200_.jpg",
"“When we take every Hard Problem to Heart, Every Problem has a Solution.”",Chintha Sai Bhargav Reddy,"hard-work, heart-quotes, inspirational, inspirational-quotes, life-quotes, motivational, motivational-quotes, philosophy-quotes, problems-quotes",,
"“Embrace the journey, for every stumble is a step closer to your victory dance.”",Ellie Andersen,"inspirational, motivational, uplifting",,
"“In the symphony of life, every note of hardship adds depth to the melody of your resilience.”",Ellie Andersen,"inspirational, motivational, uplifting",,
"“Rise like the sun, even after the darkest night, for your light is boundless and your potential infinite.”",Ellie Andersen,"inspirational, motivational, uplifting",,
"“JESTEŚ KWIATUSZKIEM? JESTEŚ! ALE NIE BYLE JAKIM KWIATUSZKIEM! JESTEŚ SUKULENTEM! MASZ SKRAJNE WARUNKI POGODOWE GLĘBOKO! GŁEBOKO W TKANCE WODNEJ!!!! DAJESZ KWIATUSZKU, DAJESZ, DAJESZ, DAJESZ!”","Marta Kisiel,","humor, motivational, polski","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1643749903i/3362546._UY200_CR0,0,200,200_.jpg",Wtem denat
“Some people always try to make you the way they are; Don't let anyone make you the way they want you to be. Always Be yourself.”,Shiva Negi,"be-yourself, be-yourself-quotations, inspirational-quotes, life-quotes, motivational",,
"“Arise, my heart, Let's bring back the fire within these ashes!”","Aditya Yadav,","arise, desire, motivational","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1714566249i/3406218._UY200_CR91,0,200,200_.jpg",Whispers Of Pain
“Trust in tough love. You're given the poison but also the antidote. The lessons get sweeter after the sweating.”,Mitta Xinindlu,"antidote, family, inspirational, mitta-xinindlu, motivational, parenting, poison, quotes, tough-love","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1623422077i/12590088._UX200_CR0,77,200,200_.jpg",
“The lessons get sweeter after the sweating.”,Mitta Xinindlu,"antidote, family, inspirational, mitta-xinindlu, motivational, parenting, poison, quotes, tough-love","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1623422077i/12590088._UX200_CR0,77,200,200_.jpg",
“Trust in tough love. You're given the poison but also the antidote.”,Mitta Xinindlu,"antidote, family, inspirational, mitta-xinindlu, motivational, parenting, poison, quotes, tough-love","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1623422077i/12590088._UX200_CR0,77,200,200_.jpg",
"“Through our souls, we always come back to each other to complete a purpose with one another.”",Mitta Xinindlu,"connection, finding-each-other, inspirational, life-lessons, love, mitta-xinindlu, motivational, purpose-of-life, quotes, spirituality","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1623422077i/12590088._UX200_CR0,77,200,200_.jpg",
"“I'm wishing you all the beauty in the world, peace of mind, love in abundance, and prosperity in your endeavours.”",Mitta Xinindlu,"inspirational, love-in-abundance, mitta-xinindlu, motivational, peace-of-mind, prosperity, quotes, wishing-well","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1623422077i/12590088._UX200_CR0,77,200,200_.jpg",
“We go through so much trauma in this world. At least we get to die.”,Mitta Xinindlu,"death, difficulties, freedom, liberation, mitta-xinindlu, motivational, quotes, thoughtful, trauma","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1623422077i/12590088._UX200_CR0,77,200,200_.jpg",
“Don't hurt yourself trying to hurt me.”,Mitta Xinindlu,"betrayal, caution, enemies, family, inspirational, mitta-xinindlu, motivational, quotes, relationships","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1623422077i/12590088._UX200_CR0,77,200,200_.jpg",
“Your friends are there for you to learn from their pain and grow.”,Mitta Xinindlu,"friendship, growth, inpirational, learning, life-experiences, mitta-xinindlu, motivational, pain","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1623422077i/12590088._UX200_CR0,77,200,200_.jpg",
“Have patience with your life. Eventually you will smile too.”,Mitta Xinindlu,"have-faith, inspirational, mitta-xinindlu, motivational, quotes, success","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1623422077i/12590088._UX200_CR0,77,200,200_.jpg",
"“When mistakes teach a lesson, make sure you are in class, just in case they hold a quiz”",Erwin D. Maramat,"erwinism, learning-quotes, lessons-learnt, life-lessons, life-quotes, mistakes-quotes, motivational",,
“The forefathers took the decisions and built the world and one day we become the forefathers.”,"RAGHUVEER MAGANTI,","motivational, new-generation, new-life, new-world, self-help-quotes",,Key for the Next Generation Growth
"“Whatever you want, God puts it behind the bars. You need to break the bars to get it. Breaking the Bars is nothing but progress.”","RAGHUVEER MAGANTI,","motivational, new-generations, new-life, new-world, self-help-quotes",,Key for the Next Generation Growth
"“Everyone wants to live freely, need to understand it comes with the Hard work.”","RAGHUVEER MAGANTI,","motivational, new-generation, new-life, new-world, self-help-quotes",,Key for the Next Generation Growth
“World revolves around the person who is powerful in ethics.”,"RAGHUVEER MAGANTI,","motivational, new-generation, new-life, new-world, self-help-quotes",,Key for the Next Generation Growth: Author: Human composer of the God played new tune
"“God allows some people to get away with the wrong doing?They need to understand that the time is given to correct or set it right.The way the waste is pushed away by the sea, the earth never keeps one's wrong doings.”","RAGHUVEER MAGANTI,","motivational, new-generation, new-life, new-world, self-help-quotes",,Key for the Next Generation Growth: Author: Human composer of the God played new tune
"“The Earth Architecture is designed in a way that no Human is powerful, only someone can pretend to be.”","RAGHUVEER MAGANTI,","motivational, new-generation, new-life, new-world, self-help-quotes",,Key for the Next Generation Growth: Author: Human composer of the God played new tune
"“We do not manufacture the humans, humans are there, we just upgrade them.”","RAGHUVEER MAGANTI,","motivational, new-generation-authors, new-life, new-world, self-help-quotes",,Key for the Next Generation Growth: Author: Human composer of the God played new tune
"“God interacts with you in and out, only thing is you do not know.”","RAGHUVEER MAGANTI,","motivational, new-generation, new-life, new-world, self-help-quotes",,Key for the Next Generation Growth: Author: Human composer of the God played new tune
“The God rays from the Heaven are spread across the Globe.”,RAGHUVEER MAGANTI,"motivational, new-generation, new-life, new-world, self-help-quotes",,
"“You are not the one in the world,You are three, a combination of hell, heaven, and you.‘You’ mean, the one visible in the mirror.”","RAGHUVEER MAGANTI,","motivational, new-generation, new-life, new-world, self-help-quotes",,Key for the Next Generation Growth: Author: Human composer of the God played new tune
“What's simple to do is also simple not to do.”,Jim Rohn,"inspirational, life-philosophy, life-quotes, motivational, success","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1610634450i/657773._UY200_CR27,0,200,200_.jpg",
"“Revenge is for the weak, the strong forgive; For only a strong person can live with the pain of forgiveness.”","Kamila Edel,",motivational,,CELESTIAL DAZZLE: Book 2
"“Wear what fits your skin, but be just as comfortable in your skin as you are in an oversized tee.”",Dr. Anhad Kaur Suri,"inspirational, love-yourself, motivational, oversized-t-shirt, oversized-tee, self-hugging, self-love, t-shirt, tees",,
“Women's world is full of wonders.”,Lailah Gifty Akita,"motivational, women, wonders",,
“The wonder of a woman is a paradise.”,Lailah Gifty Akita,"motivational, woman, wonders",,
“There is no paradise like prayer.”,Lailah Gifty Akita,"motivational, paradise, prayer",,
“Praying is a perfect act.”,Lailah Gifty Akita,"motivational, paradise, praying",,
"“You can’t always say you don’t care about others' opinions. A single lie is definitely a lie, but a group of lies sounds like truth.”","Rajavelu T,","inspirational, motivational, society, society-thinking","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1549492602i/18851126._UX200_CR0,0,200,200_.jpg",EA-R-TH: Age of NeOlwd
"“The greatest support you can offer to your loved ones is not, always giving them the good or the best. It really is how you support them in their own choices.”","Rajavelu T,","family, inspirational, life, love, motivational, relationships","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1549492602i/18851126._UX200_CR0,0,200,200_.jpg",EA-R-TH: Age of NeOlwd
“Life is full of surprises”,"Rajavelu T,","inspirational, life, motivational, surprise","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1549492602i/18851126._UX200_CR0,0,200,200_.jpg",EA-R-TH: Age of NeOlwd
“You are not enjoying your work because you have chosen it just to satisfy your needs.”,"Rajavelu T,","career, inspirational, life, motivational, needs, satisfaction, work","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1549492602i/18851126._UX200_CR0,0,200,200_.jpg",EA-R-TH: Age of NeOlwd
"“Life is a circle it travels around,Leaving yourself where you're nowhere to be found,In loneliness and horror and ever so more,Life is a circle for you to explore.”","Paula Marucci,","channeling, consciousness, healing-energy, inspirational, love, motivational, psychic-medium, spiritual, supernatural, vibrational-energy","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1709905673i/48060530._UX200_CR0,59,200,200_.jpg",Fruit Fly Intelligence: Awareness of our Interconnections with All That Is Leads to an Extraordinary Life!
“Free rides leave you stranded.”,Jerome Morfaw,"life, motivational, success",,
“A free ride will leave you stranded.”,Jerome Morfaw,"inspirational, life, motivational",,
"“My father said unmarked hands were a sign of a man who had not worked for his achievements. He was most likely referring to a future husband, but I decided that it was a standard I wished to hold myself to as well. ”","I.V. Ophelia,","inspirational, motivational","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1714275528i/48872910._UX200_CR0,0,200,200_.jpg",The Poisoner
“Relationships are just an inspiration – don’t change a person – love brings out the best in us to make life better.”,Mozammel Khan,"advice, inspirational-life, motivational, relationships, suggestions",,
"“If you don't care about your brand, why should I?”",Mitta Xinindlu,"advertising, branding, business, economics, marketing, mitta-xinindlu, motivational, quotes, sales, selling","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1623422077i/12590088._UX200_CR0,77,200,200_.jpg",
"“Remember, consistency is a critical component of success.”","Darren Hardy,","consistency, inspirational, investment, motivational, success","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1628090137i/2898360._UX200_CR0,0,200,200_.jpg",The Compound Effect
“You will never change your life until you change something you do daily. The secret of your success is found in your daily routine.”,John C Maxwell,"inspirational, investment, motivational, success",,
“Nothing fails like success.”,"Darren Hardy,","consistency, inspirational, motivational, success","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1628090137i/2898360._UX200_CR0,0,200,200_.jpg",The Compound Effect
“Sometimes the best way to solve a difficult situation is by using a soft approach.”,Mitta Xinindlu,"difficult-circumstances, inspirational, mitta-xinindlu, motivational, problem-solving, quotes, soft-approach","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1623422077i/12590088._UX200_CR0,77,200,200_.jpg",
"“English: ""Don't like the world? So change your role in its ambiguity.""Česky: „Nelíbí se ti svět? Tak změň svou roli v jeho mnohoznačnosti.”",Sebastián Wortys,"ambiguity, change, change-the-world, life-changing, life-lessons, motivational, personal-growth, role, wisdom, world","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1709971886i/22332056._UX200_CR0,14,200,200_.jpg",
"“A marketing consultant I knew was hired by a family-owned agency because he was dating one of the family members. Clients were leaving the agency in droves and this person didn't understand his duties or how to execute them.The agency owner's solution was to encourage the consultant to spend more time with senior staff who were more experienced; hoping this exposure would give the consultant insight and dedication. This consultant did not change or grow so the agency owner asked several of us for input. I told the agency owner that until this employee was shown direct benefits and need to improve there was no motivation for him to do so.Until there is a perceived need for growth, there isn't likely to be actual growth.”","David M. Somerfleck,","business-advice, motivational",,Quotes to Inspire & Elucidate: Business Marketing & Digital Marketing Insights
"“What is gone, that is gone; live looking only forward.”","Kamila Edel,",motivational,,CELESTIAL DAZZLE: Book 2
“Vision is the compass guiding both products and companies towards success”,Chintha Sai Bhargav Reddy,"inspiration, inspirational-quote, inspiring-quotes, motivational, motivational-quotes, success-quotes, vision-quotes, visionary-leader",,
“Lions respect their Lionesses because they know that their food depends on them. Lions respect their Lionesses because they know that their lineage depends on them. Why do men refuse to respect their women?”,Mitta Xinindlu,"feminism, inspirational, lioness, lions, mitta-xinindlu, motivational, quotes, respect, women","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1623422077i/12590088._UX200_CR0,77,200,200_.jpg",
"“Impostor Times by Stewart StaffordWhen dark forces mask your eyesHappiness, a distant beacon dreamHope approaches your warming fireEnjoy a toast, before flavours teemEach pillar of truth, now a traitor to youMotherland cut in mercenary marchBonfires of blood in purification rageCuckoos in the nest, gloat in the larchRebel droplets, merge into roaring floodAbort the tyrant's myriad bastard heirsExpel the puppets to the unyielding seaBirthplace restored as the patriot dares© Stewart Stafford, 2024. All rights reserved.”",Stewart Stafford,"courage, empowerment, freedom, hope, inspirational-poem, inspirational-poetry, motivational, overcoming-adversity, resilience, strength","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1547630381i/14583096._UX200_CR0,0,200,200_.jpg",
“Life is like a candle in the chart; we may fall but we raise again”,Chintha Sai Bhargav Reddy,"author-quotes, failure-quotes, inspirational-quotes, inspirational-quotes-about-life, life-philosophy, motivational, motivational-quotes, motivational-quotes-for-women, success-quotes",,
"“We live in a world where people wait for the Media to tell them who they are, and what they should be doing.”",Mitta Xinindlu,"astrology, freedom, freethinker, media, mitta-xinindlu, motivational, personality-types, psychology, quotes","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1623422077i/12590088._UX200_CR0,77,200,200_.jpg",
“Just live as intended. What has to happen will happen regardless of how many rules you set over your life.”,Mitta Xinindlu,"being-true-to-yourself, destiny, inspirational, life-lessons, mitta-xinindlu, motivational, purpose, quotes","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1623422077i/12590088._UX200_CR0,77,200,200_.jpg",
"“(...) it was in this extreme poverty that I felt my energy return and that I said to myself, in any event I’ll recover from it, I’ll pick up my pencil that I put down in my great discouragement and I’ll get back to drawing, and from then on, it seems to me, everything has changed for me, and now I’m on my way and my pencil has become somewhat obedient and seems to become more so day by day. It was poverty, too long and too severe, that had discouraged me to the point where I could no longer do anything.”",Vincent Van Gogh,"motivation, motivational, vincent-van-gogh","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1651442680i/34583._UX200_CR0,26,200,200_.jpg",
"“[…] he still closes his eyes to the truth, refusing to acknowledge that clinging desperately to the notion of self, desperately wanting not to die, is the surest route to eternal death. On the other hand, the ability to die, to slough off one’s skin like a snake, to commit oneself to incessant self-transformation is what leads the way to immortality.”","Hermann Hesse,","death, hermann-hesse, immortality, life, motivational, philosophy, philosophy-of-life, self-transformation, steppenwolf","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1499981916i/1113469._UX200_CR0,31,200,200_.jpg",Steppenwolf
"“While climbing up, don’t look back, so as not be distracted or discouraged. Aim high always. Reach for the skies and grab your price.”",Nkwachukwu Ogbuagu,"motivation, motivational","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1553367687i/6239046._UX200_CR0,0,200,200_.jpg",
“I have miles to go before I sleep”,Robert Frost,motivational,"https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1605640483i/7715._UX200_CR0,33,200,200_.jpg",
"“There is no 'right side of history', there is only their side, and yours”","Holden R. Snow,","ethics-and-morality, grimdark, international-relations, motivational, politics","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1708466302i/48538878._UX200_CR0,43,200,200_.jpg",Darker Skies Ahead
"“Remember how we sought peace, and remember how the Imperials answered parley with the sword, peace with war”","Holden R. Snow,","heroism, motivational, war","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1708466302i/48538878._UX200_CR0,43,200,200_.jpg",Darker Skies Ahead
"“The villa you claim will be home will be little more than a glorified prison cell. The servants you purpose to provide me with are little more than jailors to keep me there, and, when the time comes, men to bury me in an unmarked grave, far from friends, family or honour. No, Eamonn of Southwind, I will not trade my honour for a few more years of worthless existence.”","Holden R. Snow,","courage, honour, masculinity, motivational","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1708466302i/48538878._UX200_CR0,43,200,200_.jpg",Darker Skies Ahead
"“As tears ran down her cheeks, she felt hope rise up within her, like a sapling growing amidst the ruins of a fallen city. Hope, not spoiled or defiled by tragedy, but purified.”","Holden R. Snow,","hope, motivational, tragedy","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1708466302i/48538878._UX200_CR0,43,200,200_.jpg",Darker Skies Ahead
"“The villa you claim will be my home will be little more than a glorified prison cell. The servants you purpose to provide me with are little more than jailors to keep me there, and, when the time comes, men to bury me in an unmarked grave, far from friends, family or honour. No, Eamonn of Southwind, I will not trade my honour for a few more years of worthless existence.”","Holden R. Snow,","courage, honour, masculinity, motivational","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1708466302i/48538878._UX200_CR0,43,200,200_.jpg",Darker Skies Ahead
“Perfectionism is the ultimate thief of time.”,Mitta Xinindlu,"live-freely, mitta-xinindlu, motivational, perfectionism, purpose, quotes, time","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1623422077i/12590088._UX200_CR0,77,200,200_.jpg",
"“Never let someone know what your true motivations are. If they know what you want more than anything, they’ll craft all sorts of sweet lies and half-truths to manipulate you. They’ll know exactly how far they can push, what to offer, and what you would never refuse, giving them the upper hand.”","Kerri Maniscalco,","manipulation, motivational, offer","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1463933725i/14584166._UX200_CR0,24,200,200_.jpg",Stalking Jack the Ripper
"“Haters are your biggest admires. No-one dedicates their lives into knowing every step that you take more than your haters. In fact, the difference between your supporters and your haters is that your supporters are able to sleep at night after learning about your progress, whereas the haters get stressed and miserable from seeing you shine. Nonetheless, stick to your progress.”",Mitta Xinindlu,"encouragement, haters, inspirational, mitta-xinindlu, motivational, progress, quotes, success, supporters","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1623422077i/12590088._UX200_CR0,77,200,200_.jpg",
"“I am not Black, I am Cocoa.”",Mitta Xinindlu,"africans, colorism, colour, i-am-not-black-i-am-cocoa, justice, mitta-xinindlu, motivational, quotes, race, skin","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1623422077i/12590088._UX200_CR0,77,200,200_.jpg",
“It’s okay not to be perfect. It’s okay not to have the correct answers. No one has the right to be disappointed in your best efforts.”,"Kim Suhyun,","being-comfortable-without-effort, inspirational, kim-suhyun, motivational",,Being Comfortable Without Effort
"“Just like how a tree remains a tree even if the seasons change, just like how the river stays a river despite its incessant flow, people will come and go and you will still be you.”","Kim Suhyun,","being-comfortable-without-effort, inspirational, kim-suhyun, motivational",,Being Comfortable Without Effort
"“Let’s not blame the past for everything. There’s no need to define yourself through the memories of the past. Regardless od the environment you grew up in or the wounds you suffered, you deserve to move forward and make more decisions on your own. You can be happier.”","Kim Suhyun,","being-comfortable-without-effort, inspirational, kim-suhyun, motivational",,Being Comfortable Without Effort
"“If we want to be happy. We need to learn how to love. We need to treat ourselves and others without conditions in a caring and affectionate manner, give ourselves and the people around us the courage to grow, and keep ourselves healthy - physically and mentally.”","Kim Suhyun,","being-comfortable-without-effort, inspirational, kim-suhyun, motivational",,Being Comfortable Without Effort
"“You can have the age of the elders, but if you do not have the substance of the elders, you cannot get the honor of the elders.”",Oluwasola Omole,"inspirational, leadership, motivational, purpose, self-improvement",,
"“No matter how long and how dark and how cold the winter, the spring always comes.”","Sophie Cleverly,","acceptance, grief, inspirational, motivational, optimistic, seasons, spring, winter","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1611164774i/12229070._UX200_CR0,0,200,200_.jpg",A Case of Grave Danger
"“English: ""Strive for the optimum to fulfill your dreams and reconcile with any outcome.""Česky: „Dělej optimum pro splnění snů a smiřuj se s jakýmkoliv výsledkem.”",Sebastián Wortys,"dreams, fulfilled, life-lessons, motivational, optimum, personal-growth, philosophy, recommendation, reconciliation, wisdom","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1709971886i/22332056._UX200_CR0,14,200,200_.jpg",
"“Choose a path, and see where it takes you.”",Noel Jhinku,"adventure, inspirational, inspirational-quotes, life, life-quotes, motivational, self-improvement, travel",,
"“Today, we’re in times where we acknowledge, boldly, that:A woman with toned muscles is feminine.A woman who is dark-skinned is beautiful.A woman with a strong jawline, or a wide forehead and nose is gorgeous.A woman with a big toned bum is attractive.And noone will silence us in our beauty anymore.”",Mitta Xinindlu,"beauty, black, feminism, i-am-cocoa, mitta-xinindlu, motivational, quotes, standards, women","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1623422077i/12590088._UX200_CR0,77,200,200_.jpg",
"“Fitness is not a choice, it's a compulsion.”",Vinaya,"fitness, health, motivational",,
“Success is when someone else strives to become like you.”,Vinaya,"inspirational, life-lessons, motivational, philosophy, success, success-quotes",,
“Become the person who you want to attract in your life.”,Vinaya,"inspirational, life-lessons, motivational, philosophy",,
“Examples are best set when you set one.”,Vinaya,"life-lessons, motivational, philosophy",,
“Use the toxicity as a fuel to fire your passion.”,Vinaya,"life-lessons, motivational, philosophy, positive-thinking",,
“Be so passionate about life that life becomes passionate about you.”,Vinaya,"life-lessons, life-quotes, motivational, philosophy",,
"“Hard-work, perseverance, patience — once these three wise men accompany you, you will surely get there.”",Nkwachukwu Ogbuagu,"hard-work, motivation, motivational, patience, perseverance, philosophy","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1553367687i/6239046._UX200_CR0,0,200,200_.jpg",
“Lack of money is passport to misery”,Ankith reddy,motivational,"https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1714661842i/22506585._UY200_CR7,0,200,200_.jpg",
“We often think that habits restricts us whereas habits free us from unnecessary thinking.”,"James Clear,","atomic-habits, habits, motivational, time-management","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1393075384i/7327369._UX200_CR0,0,200,200_.jpg",Atomic Habits by James Clear - Book Summary: An Easy & Proven Way to Build Good Habits & Break Bad Ones
"“In an era characterized by incessant noise and constant distraction, we often find our minds pulled from one thought to another like a leaf in an October breeze. We are so preoccupied by modern living that we become totally disconnected from our ancient human roots in the natural world.”","Alexander Zenon,","contemporary, inspirational, meditation, motivational, nonfiction, philosophy, self-help, spirituality, stoic, stoicism","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/authors/1708359276i/48248528._UX200_CR0,13,200,200_.jpg",The Stoic Handbook: A Practical Guide for Modern Life
